ISO2,Country,Region,Emissions_scope,Warming_scenario,Probability_of_reach,Budget_source,Budget_distribution_scenario,Years_to_neutrality,Neutrality_year,Latest_year,Latest_annual_CO2_emissions_Mt,Latest_cumulative_CO2_emissions_Mt,Latest_cumulative_population,Share_of_cumulative_population,Population_2050,Share_of_total_population_2050,Global_Carbon_budget,Country_carbon_budget,scenario_id
AU,Australia,Asia-Pacific Developed,Consumption,2°C,50%,Lamboll,Responsibility,-23,<2023,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,1219000,-3881.0635576406876,854
AU,Australia,Asia-Pacific Developed,Consumption,2°C,50%,Lamboll,Current_target,N/A,N/A,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,1219000,,855
AU,Australia,Asia-Pacific Developed,Consumption,2°C,50%,Foster,Equality,23,2045,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,1150000,3899.038915405069,856
AU,Australia,Asia-Pacific Developed,Consumption,2°C,50%,Foster,Responsibility,-24,<2023,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,1150000,-4107.047619383783,857
AU,Australia,Asia-Pacific Developed,Consumption,2°C,50%,Foster,Current_target,N/A,N/A,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,1150000,,858
AU,Australia,Asia-Pacific Developed,Consumption,2°C,67%,Lamboll,Equality,19,2041,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,944000,3200.602379254248,859
AU,Australia,Asia-Pacific Developed,Consumption,2°C,67%,Lamboll,Responsibility,-28,<2023,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,944000,-4781.724673283459,860
AU,Australia,Asia-Pacific Developed,Consumption,2°C,67%,Lamboll,Current_target,N/A,N/A,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,944000,,861
AU,Australia,Asia-Pacific Developed,Consumption,2°C,67%,Foster,Equality,19,2041,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,950000,3220.945190986796,862
AU,Australia,Asia-Pacific Developed,Consumption,2°C,67%,Foster,Responsibility,-28,<2023,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,950000,-4762.073885305799,863
AU,Australia,Asia-Pacific Developed,Consumption,2°C,67%,Foster,Current_target,N/A,N/A,2022.0,339.02,10893.66,1597587319.0,0.0032751313296100794,32506969.5,0.0033904686220913643,950000,,864
AT,Austria,Europe,Territory,1.5°C,33%,Lamboll,Equality,15,2038,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,480000,436.77388842597725,865
AT,Austria,Europe,Territory,1.5°C,33%,Lamboll,Responsibility,0,2023,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,480000,-10.540154237786737,866
AT,Austria,Europe,Territory,1.5°C,33%,Lamboll,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,480000,790.803675,867
AT,Austria,Europe,Territory,1.5°C,33%,Foster,Equality,9,2032,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,300000,272.9836802662358,868
AT,Austria,Europe,Territory,1.5°C,33%,Foster,Responsibility,-16,<2023,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,300000,-467.8633372135064,869
AT,Austria,Europe,Territory,1.5°C,33%,Foster,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,300000,790.803675,870
AT,Austria,Europe,Territory,1.5°C,50%,Lamboll,Equality,8,2031,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,247000,224.7565634192008,871
AT,Austria,Europe,Territory,1.5°C,50%,Lamboll,Responsibility,-21,<2023,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,247000,-602.5196077563578,872
AT,Austria,Europe,Territory,1.5°C,50%,Lamboll,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,247000,790.803675,873
AT,Austria,Europe,Territory,1.5°C,50%,Foster,Equality,8,2031,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,250000,227.48640022186316,874
AT,Austria,Europe,Territory,1.5°C,50%,Foster,Responsibility,-20,<2023,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,250000,-594.8975547067621,875
AT,Austria,Europe,Territory,1.5°C,50%,Foster,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,250000,790.803675,876
AT,Austria,Europe,Territory,1.5°C,67%,Lamboll,Equality,2,2025,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,60000,54.596736053247156,877
AT,Austria,Europe,Territory,1.5°C,67%,Lamboll,Responsibility,-37,<2023,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,60000,-1077.6275811811338,878
AT,Austria,Europe,Territory,1.5°C,67%,Lamboll,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,60000,790.803675,879
AT,Austria,Europe,Territory,1.5°C,67%,Foster,Equality,5,2028,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,150000,136.4918401331179,880
AT,Austria,Europe,Territory,1.5°C,67%,Foster,Responsibility,-29,<2023,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,150000,-848.9659896932735,881
AT,Austria,Europe,Territory,1.5°C,67%,Foster,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,150000,790.803675,882
AT,Austria,Europe,Territory,2°C,33%,Lamboll,Equality,50,2073,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1603000,1458.6427982225866,883
AT,Austria,Europe,Territory,2°C,33%,Lamboll,Responsibility,97,>2100,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1603000,2842.648370660737,884
AT,Austria,Europe,Territory,2°C,33%,Lamboll,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1603000,790.803675,885
AT,Austria,Europe,Territory,2°C,33%,Foster,Equality,45,2068,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1450000,1319.4211212868063,886
AT,Austria,Europe,Territory,2°C,33%,Foster,Responsibility,84,>2100,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1450000,2453.923665131375,887
AT,Austria,Europe,Territory,2°C,33%,Foster,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1450000,790.803675,888
AT,Austria,Europe,Territory,2°C,50%,Lamboll,Equality,38,2061,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1219000,1109.2236874818047,889
AT,Austria,Europe,Territory,2°C,50%,Lamboll,Responsibility,64,2087,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1219000,1867.0255803125337,890
AT,Austria,Europe,Territory,2°C,50%,Lamboll,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1219000,790.803675,891
AT,Austria,Europe,Territory,2°C,50%,Foster,Equality,36,2059,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1150000,1046.4374410205705,892
AT,Austria,Europe,Territory,2°C,50%,Foster,Responsibility,58,2081,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1150000,1691.7183601718407,893
AT,Austria,Europe,Territory,2°C,50%,Foster,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,1150000,790.803675,894
AT,Austria,Europe,Territory,2°C,67%,Lamboll,Equality,29,2052,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,944000,858.9886472377553,895
AT,Austria,Europe,Territory,2°C,67%,Lamboll,Responsibility,40,2063,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,944000,1168.3373840996264,896
AT,Austria,Europe,Territory,2°C,67%,Lamboll,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,944000,790.803675,897
AT,Austria,Europe,Territory,2°C,67%,Foster,Equality,30,2053,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,950000,864.4483208430801,898
AT,Austria,Europe,Territory,2°C,67%,Foster,Responsibility,40,2063,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,950000,1183.5814901988178,899
AT,Austria,Europe,Territory,2°C,67%,Foster,Current_target,27.0,2050,2023.0,58.57805,5693.514967,1259612271.0,0.002540684349865115,8724332.0,0.0009099456008874526,950000,790.803675,900
AT,Austria,Europe,Consumption,1.5°C,33%,Lamboll,Equality,10,2032,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,480000,436.77388842597725,901
AT,Austria,Europe,Consumption,1.5°C,33%,Lamboll,Responsibility,10,2032,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,480000,445.2504900624149,902
AT,Austria,Europe,Consumption,1.5°C,33%,Lamboll,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,480000,1196.3,903
AT,Austria,Europe,Consumption,1.5°C,33%,Foster,Equality,6,2028,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,300000,272.9836802662358,904
AT,Austria,Europe,Consumption,1.5°C,33%,Foster,Responsibility,0,<2023,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,300000,-16.251477731185332,905
AT,Austria,Europe,Consumption,1.5°C,33%,Foster,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,300000,1196.3,906
AT,Austria,Europe,Consumption,1.5°C,50%,Lamboll,Equality,5,2027,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,247000,224.7565634192008,907
AT,Austria,Europe,Consumption,1.5°C,50%,Lamboll,Responsibility,-4,<2023,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,247000,-152.13816824819014,908
AT,Austria,Europe,Consumption,1.5°C,50%,Lamboll,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,247000,1196.3,909
AT,Austria,Europe,Consumption,1.5°C,50%,Foster,Equality,5,2027,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,250000,227.48640022186316,910
AT,Austria,Europe,Consumption,1.5°C,50%,Foster,Responsibility,-3,<2023,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,250000,-144.44646878496314,911
AT,Austria,Europe,Consumption,1.5°C,50%,Foster,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,250000,1196.3,912
AT,Austria,Europe,Consumption,1.5°C,67%,Lamboll,Equality,1,2023,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,60000,54.596736053247156,913
AT,Austria,Europe,Consumption,1.5°C,67%,Lamboll,Responsibility,-15,<2023,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,60000,-631.5874347893191,914
AT,Austria,Europe,Consumption,1.5°C,67%,Lamboll,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,60000,1196.3,915
AT,Austria,Europe,Consumption,1.5°C,67%,Foster,Equality,3,2025,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,150000,136.4918401331179,916
AT,Austria,Europe,Consumption,1.5°C,67%,Foster,Responsibility,-9,<2023,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,150000,-400.83645089251877,917
AT,Austria,Europe,Consumption,1.5°C,67%,Foster,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,150000,1196.3,918
AT,Austria,Europe,Consumption,2°C,33%,Lamboll,Equality,34,2056,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1603000,1458.6427982225866,919
AT,Austria,Europe,Consumption,2°C,33%,Lamboll,Responsibility,78,2100,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1603000,3324.5099891302652,920
AT,Austria,Europe,Consumption,2°C,33%,Lamboll,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1603000,1196.3,921
AT,Austria,Europe,Consumption,2°C,33%,Foster,Equality,31,2053,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1450000,1319.4211212868063,922
AT,Austria,Europe,Consumption,2°C,33%,Foster,Responsibility,69,2091,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1450000,2932.2333165057044,923
AT,Austria,Europe,Consumption,2°C,33%,Foster,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1450000,1196.3,924
AT,Austria,Europe,Consumption,2°C,50%,Lamboll,Equality,26,2048,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1219000,1109.2236874818047,925
AT,Austria,Europe,Consumption,2°C,50%,Lamboll,Responsibility,55,2077,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1219000,2339.9724578372507,926
AT,Austria,Europe,Consumption,2°C,50%,Lamboll,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1219000,1196.3,927
AT,Austria,Europe,Consumption,2°C,50%,Foster,Equality,24,2046,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1150000,1046.4374410205705,928
AT,Austria,Europe,Consumption,2°C,50%,Foster,Responsibility,51,2073,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1150000,2163.0633701830375,929
AT,Austria,Europe,Consumption,2°C,50%,Foster,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,1150000,1196.3,930
AT,Austria,Europe,Consumption,2°C,67%,Lamboll,Equality,20,2042,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,944000,858.9886472377553,931
AT,Austria,Europe,Consumption,2°C,67%,Lamboll,Responsibility,38,2060,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,944000,1634.9000070414731,932
AT,Austria,Europe,Consumption,2°C,67%,Lamboll,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,944000,1196.3,933
AT,Austria,Europe,Consumption,2°C,67%,Foster,Equality,20,2042,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,950000,864.4483208430801,934
AT,Austria,Europe,Consumption,2°C,67%,Foster,Responsibility,39,2061,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,950000,1650.2834059679262,935
AT,Austria,Europe,Consumption,2°C,67%,Foster,Current_target,28.0,2050,2022.0,85.45,3149.76,1250653311.0,0.0025638998210755566,8724332.0,0.0009099456008874526,950000,1196.3,936
AZ,Azerbaijan,Eurasia,Territory,1.5°C,33%,Lamboll,Equality,26,2049,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,480000,561.963169901396,937
AZ,Azerbaijan,Eurasia,Territory,1.5°C,33%,Lamboll,Responsibility,28,2051,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,480000,606.1532637213463,938
AZ,Azerbaijan,Eurasia,Territory,1.5°C,33%,Lamboll,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,480000,,939
AZ,Azerbaijan,Eurasia,Territory,1.5°C,33%,Foster,Equality,16,2039,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,300000,351.2269811883725,940
AZ,Azerbaijan,Eurasia,Territory,1.5°C,33%,Foster,Responsibility,16,2039,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,300000,348.404722920568,941
AZ,Azerbaijan,Eurasia,Territory,1.5°C,33%,Foster,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,300000,,942
AZ,Azerbaijan,Eurasia,Territory,1.5°C,50%,Lamboll,Equality,13,2036,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,247000,289.1768811784267,943
AZ,Azerbaijan,Eurasia,Territory,1.5°C,50%,Lamboll,Responsibility,12,2035,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,247000,272.5120970181165,944
AZ,Azerbaijan,Eurasia,Territory,1.5°C,50%,Lamboll,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,247000,,945
AZ,Azerbaijan,Eurasia,Territory,1.5°C,50%,Foster,Equality,13,2036,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,250000,292.68915099031045,946
AZ,Azerbaijan,Eurasia,Territory,1.5°C,50%,Foster,Responsibility,13,2036,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,250000,276.80790603146306,947
AZ,Azerbaijan,Eurasia,Territory,1.5°C,50%,Foster,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,250000,,948
AZ,Azerbaijan,Eurasia,Territory,1.5°C,67%,Lamboll,Equality,3,2026,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,60000,70.2453962376745,949
AZ,Azerbaijan,Eurasia,Territory,1.5°C,67%,Lamboll,Responsibility,0,2023,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,60000,4.740001852863315,950
AZ,Azerbaijan,Eurasia,Territory,1.5°C,67%,Lamboll,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,60000,,951
AZ,Azerbaijan,Eurasia,Territory,1.5°C,67%,Foster,Equality,8,2031,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,150000,175.61349059418626,952
AZ,Azerbaijan,Eurasia,Territory,1.5°C,67%,Foster,Responsibility,6,2029,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,150000,133.6142722532527,953
AZ,Azerbaijan,Eurasia,Territory,1.5°C,67%,Foster,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,150000,,954
AZ,Azerbaijan,Eurasia,Territory,2°C,33%,Lamboll,Equality,85,>2100,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1603000,1876.7228361498705,955
AZ,Azerbaijan,Eurasia,Territory,2°C,33%,Lamboll,Responsibility,101,>2100,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1603000,2214.217771050649,956
AZ,Azerbaijan,Eurasia,Territory,2°C,33%,Lamboll,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1603000,,957
AZ,Azerbaijan,Eurasia,Territory,2°C,33%,Foster,Equality,77,2100,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1450000,1697.5970757438004,958
AZ,Azerbaijan,Eurasia,Territory,2°C,33%,Foster,Responsibility,91,>2100,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1450000,1995.131511369987,959
AZ,Azerbaijan,Eurasia,Territory,2°C,33%,Foster,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1450000,,960
AZ,Azerbaijan,Eurasia,Territory,2°C,50%,Lamboll,Equality,65,2088,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1219000,1427.1523002287536,961
AZ,Azerbaijan,Eurasia,Territory,2°C,50%,Lamboll,Responsibility,76,2099,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1219000,1664.3542173423207,962
AZ,Azerbaijan,Eurasia,Territory,2°C,50%,Lamboll,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1219000,,963
AZ,Azerbaijan,Eurasia,Territory,2°C,50%,Foster,Equality,61,2084,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1150000,1346.370094555428,964
AZ,Azerbaijan,Eurasia,Territory,2°C,50%,Foster,Responsibility,71,2094,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1150000,1565.5506100353555,965
AZ,Azerbaijan,Eurasia,Territory,2°C,50%,Foster,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,1150000,,966
AZ,Azerbaijan,Eurasia,Territory,2°C,67%,Lamboll,Equality,50,2073,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,944000,1105.1942341394122,967
AZ,Azerbaijan,Eurasia,Territory,2°C,67%,Lamboll,Responsibility,58,2081,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,944000,1270.5717244522425,968
AZ,Azerbaijan,Eurasia,Territory,2°C,67%,Lamboll,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,944000,,969
AZ,Azerbaijan,Eurasia,Territory,2°C,67%,Foster,Equality,51,2074,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,950000,1112.2187737631796,970
AZ,Azerbaijan,Eurasia,Territory,2°C,67%,Foster,Responsibility,58,2081,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,950000,1279.1633424789352,971
AZ,Azerbaijan,Eurasia,Territory,2°C,67%,Foster,Current_target,N/A,N/A,2023.0,43.936972,2596.786189,709920767.0,0.0014319363377821037,11224923.0,0.0011707566039612417,950000,,972
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,33%,Lamboll,Equality,29,2051,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,480000,561.963169901396,973
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,33%,Lamboll,Responsibility,51,2073,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,480000,980.1503009176511,974
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,33%,Lamboll,Current_target,N/A,N/A,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,480000,,975
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,33%,Foster,Equality,18,2040,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,300000,351.2269811883725,976
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,33%,Foster,Responsibility,38,2060,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,300000,722.0257118071249,977
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,33%,Foster,Current_target,N/A,N/A,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,300000,,978
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,50%,Lamboll,Equality,15,2037,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,247000,289.1768811784267,979
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,50%,Lamboll,Responsibility,34,2056,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,247000,646.0223605690255,980
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,50%,Lamboll,Current_target,N/A,N/A,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,247000,,981
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,50%,Foster,Equality,15,2037,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,250000,292.68915099031045,982
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,50%,Foster,Responsibility,34,2056,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,250000,650.3244370542011,983
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,50%,Foster,Current_target,N/A,N/A,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,250000,,984
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,67%,Lamboll,Equality,4,2026,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,60000,70.2453962376745,985
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,67%,Lamboll,Responsibility,20,2042,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,60000,377.85959299309025,986
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,67%,Lamboll,Current_target,N/A,N/A,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,60000,,987
AZ,Azerbaijan,Eurasia,Consumption,1.5°C,67%,Foster,Equality,9,2031,2022.0,38.16,1030.59,699508116.0,0.001434025495058478,11224923.0,0.0011707566039612417,150000,175.61349059418626,988
