country;emission_2022;population_2050;repartition_method;source_of_budget;probability_of_reach;curve_type;remaining_carbon_budget;time_to_neutrality;temperature;scope
Afghanistan;36.29291;76885.134;equality;lamboll;33%;linear;3818.64845088358;210.434955526222;1.5°C;consumption_based
Albania;10.69817;2240.166;equality;lamboll;33%;linear;111.262164485817;20.8002236804644;1.5°C;consumption_based
Algeria;229.2533;59565.554;equality;lamboll;33%;linear;2958.43810987079;25.809339362799;1.5°C;consumption_based
Andorra;0.7052279;82.195;equality;lamboll;33%;linear;4.08237318569772;11.5774579698214;1.5°C;consumption_based
Angola;63.06419;74295.394;equality;lamboll;33%;linear;3690.02401954434;117.024384822649;1.5°C;consumption_based
Argentina;329.7293;48308.943;equality;lamboll;33%;linear;2399.35681650465;14.5534947395008;1.5°C;consumption_based
Armenia;13.76886;2495.207;equality;lamboll;33%;linear;123.929267590063;18.0013839330291;1.5°C;consumption_based
Aruba;0.8570806;100.002;equality;lamboll;33%;linear;4.96679218098599;11.5900235776798;1.5°C;consumption_based
Australia;516.071;32506.969;equality;lamboll;33%;linear;1614.52130414146;6.25697357201414;1.5°C;consumption_based
Austria;104.6011;8724.332;equality;lamboll;33%;linear;433.31077340379;8.28501370260524;1.5°C;consumption_based
Azerbaijan;61.16201;11224.923;equality;lamboll;33%;linear;557.507447736743;18.2305142599709;1.5°C;consumption_based
Bahamas;3.216727;424.265;equality;lamboll;33%;linear;21.071939407872;13.1014782465979;1.5°C;consumption_based
Bahrain;29.84191;2139.464;equality;lamboll;33%;linear;106.260605454901;7.12156865662425;1.5°C;consumption_based
Bangladesh;198.2366;214709.096;equality;lamboll;33%;linear;10663.9413131674;107.588016674695;1.5°C;consumption_based
Barbados;4.262979;264.216;equality;lamboll;33%;linear;13.1227971729705;6.15663233291577;1.5°C;consumption_based
Belarus;37.69015;7453.546;equality;lamboll;33%;linear;370.194736039473;19.6441105190334;1.5°C;consumption_based
Belgium;135.3539;11870.906;equality;lamboll;33%;linear;589.591439191413;8.71185003448608;1.5°C;consumption_based
Belize;1.471538;516.627;equality;lamboll;33%;linear;25.6592762553374;34.874092623279;1.5°C;consumption_based
Benin;17.1341;24433.809;equality;lamboll;33%;linear;1213.55224388417;141.653456427145;1.5°C;consumption_based
Bermuda;0;56.937;equality;lamboll;33%;linear;2.82788590636986;inf;1.5°C;consumption_based
Bhutan;3.675114;882.34;equality;lamboll;33%;linear;43.8231176673584;23.848575944778;1.5°C;consumption_based
Bosnia and Herzegovina;26.34888;2455.167;equality;lamboll;33%;linear;121.940603774073;9.25584721430837;1.5°C;consumption_based
Botswana;18.26959;3437.43;equality;lamboll;33%;linear;170.726589935068;18.6897012943441;1.5°C;consumption_based
Brazil;1077.661;217489.3;equality;lamboll;33%;linear;10802.025506371;20.0471679059946;1.5°C;consumption_based
British Virgin Islands;0.2776416;40.34;equality;lamboll;33%;linear;2.00356389453186;14.4327355449029;1.5°C;consumption_based
Bulgaria;57.15165;5402.217;equality;lamboll;33%;linear;268.311525325389;9.38945858344909;1.5°C;consumption_based
Burkina Faso;29.78411;37304.383;equality;lamboll;33%;linear;1852.79412212662;124.414939518194;1.5°C;consumption_based
Burundi;4.499215;24131.72;equality;lamboll;33%;linear;1198.54841112921;532.78112343118;1.5°C;consumption_based
Cambodia;40.78146;21931.455;equality;lamboll;33%;linear;1089.26800675632;53.4197650969987;1.5°C;consumption_based
Cameroon;38.30513;51096.317;equality;lamboll;33%;linear;2537.79712158538;132.504294938322;1.5°C;consumption_based
Canada;672.7777;45621.882;equality;lamboll;33%;linear;2265.89875001965;6.73595082006925;1.5°C;consumption_based
Cayman Islands;0;103.958;equality;lamboll;33%;linear;5.16327455001841;inf;1.5°C;consumption_based
Central African Republic;9.32562;10616.752;equality;lamboll;33%;linear;527.30146218143;113.086628488278;1.5°C;consumption_based
Chad;49.86327;38857.686;equality;lamboll;33%;linear;1929.94191112186;77.4093600809519;1.5°C;consumption_based
Chile;120.2864;20320.306;equality;lamboll;33%;linear;1009.24718461673;16.7807363861041;1.5°C;consumption_based
China;12046.22;1260289.093;equality;lamboll;33%;linear;62594.6882351785;10.3924199018744;1.5°C;consumption_based
Colombia;192.7321;59385.356;equality;lamboll;33%;linear;2949.48822869412;30.6071300908787;1.5°C;consumption_based
Congo;20.37865;11006.472;equality;lamboll;33%;linear;546.657657545261;53.6500364396328;1.5°C;consumption_based
Costa Rica;20.15067;5354.15;equality;lamboll;33%;linear;265.92418507456;26.3935824540385;1.5°C;consumption_based
Croatia;23.31505;3234.159;equality;lamboll;33%;linear;160.63074371778;13.7791464069586;1.5°C;consumption_based
Cuba;41.99676;9382;equality;lamboll;33%;linear;465.975122917647;22.1910034449156;1.5°C;consumption_based
Cyprus;10.44542;1508.481;equality;lamboll;33%;linear;74.9216179273007;14.3453528775867;1.5°C;consumption_based
Denmark;60.05671;6124.838;equality;lamboll;33%;linear;304.201890844242;10.1304880285397;1.5°C;consumption_based
Djibouti;1.718966;1530.539;equality;lamboll;33%;linear;76.0171710355204;88.445229324513;1.5°C;consumption_based
Dominican Republic;36.86521;12996.293;equality;lamboll;33%;linear;645.485954822933;35.0187048885891;1.5°C;consumption_based
Ecuador;64.94059;21337.238;equality;lamboll;33%;linear;1059.7550735209;32.6376792548666;1.5°C;consumption_based
Egypt;359.3699;161630.192;equality;lamboll;33%;linear;8027.67518486494;44.6763915668226;1.5°C;consumption_based
El Salvador;15.27658;6663.345;equality;lamboll;33%;linear;330.947879494531;43.3274829175811;1.5°C;consumption_based
Eritrea;6.147011;5696.062;equality;lamboll;33%;linear;282.905903922036;92.0466561462264;1.5°C;consumption_based
Estonia;12.3808;1174.267;equality;lamboll;33%;linear;58.3222350951968;9.42140008645593;1.5°C;consumption_based
Ethiopia;15.46353;225021.874;equality;lamboll;33%;linear;11176.1453204337;1445.48435194729;1.5°C;consumption_based
Fiji;3.433959;1000.261;equality;lamboll;33%;linear;49.6798915396214;28.9344698289184;1.5°C;consumption_based
Finland;64.9849;5351.645;equality;lamboll;33%;linear;265.799769418739;8.18035480300006;1.5°C;consumption_based
France;561.8057;68219.675;equality;lamboll;33%;linear;3388.26171855968;12.0620410884392;1.5°C;consumption_based
French Polynesia;0;284.75;equality;lamboll;33%;linear;14.1426578822;inf;1.5°C;consumption_based
Gabon;14.30998;4084.533;equality;lamboll;33%;linear;202.866208349625;28.3531085787157;1.5°C;consumption_based
Gambia;2.508158;4301.896;equality;lamboll;33%;linear;213.66196092293;170.373605588588;1.5°C;consumption_based
Georgia;17.8212;3664.014;equality;lamboll;33%;linear;181.980321255807;20.4229032002117;1.5°C;consumption_based
Germany;872.121;78294.613;equality;lamboll;33%;linear;3888.65294355837;8.91769133768907;1.5°C;consumption_based
Ghana;54.33566;50553.047;equality;lamboll;33%;linear;2510.81456935478;92.4186646248443;1.5°C;consumption_based
Greece;83.41989;8812.07;equality;lamboll;33%;linear;437.668450374004;10.4931437903839;1.5°C;consumption_based
Greenland;0;49.898;equality;lamboll;33%;linear;2.47828039686045;inf;1.5°C;consumption_based
Guatemala;40.88083;24670.857;equality;lamboll;33%;linear;1225.32568994443;59.9462236918592;1.5°C;consumption_based
Guinea;25.79336;23404.584;equality;lamboll;33%;linear;1162.43379942831;90.1343446087139;1.5°C;consumption_based
Guyana;3.330323;940.608;equality;lamboll;33%;linear;46.7171102555236;28.0556031685356;1.5°C;consumption_based
Haiti;14.31872;14710.861;equality;lamboll;33%;linear;730.643281038096;102.054273152642;1.5°C;consumption_based
Honduras;16.61826;14846.778;equality;lamboll;33%;linear;737.393860955129;88.7450143342478;1.5°C;consumption_based
Hungary;60.08714;8725.347;equality;lamboll;33%;linear;433.361185336189;14.4244237730798;1.5°C;consumption_based
Iceland;6.905605;432.993;equality;lamboll;33%;linear;21.5054323595695;6.22839920892361;1.5°C;consumption_based
India;2949.414;1679589.259;equality;lamboll;33%;linear;83420.0395879007;56.5671957805182;1.5°C;consumption_based
Indonesia;847.1642;320712.949;equality;lamboll;33%;linear;15928.8270977996;37.6050524745961;1.5°C;consumption_based
Iraq;404.6027;71928.75;equality;lamboll;33%;linear;3572.48008127933;17.659200402169;1.5°C;consumption_based
Ireland;58.80573;5970.042;equality;lamboll;33%;linear;296.5136489846;10.0845155390333;1.5°C;consumption_based
Israel;96.33576;13092.722;equality;lamboll;33%;linear;650.275287068491;13.5001849171791;1.5°C;consumption_based
Italy;480.3724;51891.098;equality;lamboll;33%;linear;2577.27145266272;10.7303061235938;1.5°C;consumption_based
Jamaica;12.76953;2454.94;equality;lamboll;33%;linear;121.92932938131;19.0969173307568;1.5°C;consumption_based
Japan;1258.371;105123.167;equality;lamboll;33%;linear;5221.14481606452;8.29825991867982;1.5°C;consumption_based
Jordan;33.45501;16367.355;equality;lamboll;33%;linear;812.916250049218;48.5975792593825;1.5°C;consumption_based
Kazakhstan;260.4604;26544.264;equality;lamboll;33%;linear;1318.37206141105;10.1233973487797;1.5°C;consumption_based
Kenya;79.74114;83593.239;equality;lamboll;33%;linear;4151.81942209649;104.132432069481;1.5°C;consumption_based
Kuwait;120.129;6367.756;equality;lamboll;33%;linear;316.266881774631;5.26545433283604;1.5°C;consumption_based
Kyrgyzstan;24.1211;9642.952;equality;lamboll;33%;linear;478.935807236087;39.7109424724484;1.5°C;consumption_based
Latvia;16.48173;1513.81;equality;lamboll;33%;linear;75.1862929891242;9.12359236428751;1.5°C;consumption_based
Lebanon;35.63768;6999.26;equality;lamboll;33%;linear;347.631745771964;19.5092242689179;1.5°C;consumption_based
Lesotho;4.251056;2993.076;equality;lamboll;33%;linear;148.656891601136;69.9388065464845;1.5°C;consumption_based
Liberia;4.860882;8910.53;equality;lamboll;33%;linear;442.558656151288;182.0898578288;1.5°C;consumption_based
Libya;56.0342;9260.606;equality;lamboll;33%;linear;459.945855802803;16.4166118478644;1.5°C;consumption_based
Liechtenstein;1.370673;43.013;equality;lamboll;33%;linear;2.13632359433561;3.11718928487774;1.5°C;consumption_based
Lithuania;26.37468;2258.774;equality;lamboll;33%;linear;112.186366690811;8.50712628102487;1.5°C;consumption_based
Luxembourg;8.842451;791.464;equality;lamboll;33%;linear;39.3095858756014;8.89110629521191;1.5°C;consumption_based
Madagascar;31.88092;53185.475;equality;lamboll;33%;linear;2641.55918253661;165.714112549864;1.5°C;consumption_based
Malawi;16.42;37361.682;equality;lamboll;33%;linear;1855.6399874611;226.021922955067;1.5°C;consumption_based
Malaysia;233.1968;44289.772;equality;lamboll;33%;linear;2199.73693793376;18.8659273020364;1.5°C;consumption_based
Maldives;2.901473;589.962;equality;lamboll;33%;linear;29.3016004547795;20.1977412540316;1.5°C;consumption_based
Mali;73.55506;46154.079;equality;lamboll;33%;linear;2292.33134035129;62.3296708710805;1.5°C;consumption_based
Malta;2.956266;535.722;equality;lamboll;33%;linear;26.6076662544966;18.0008607171998;1.5°C;consumption_based
Mauritania;8.741203;9415.598;equality;lamboll;33%;linear;467.643832380425;106.997591150881;1.5°C;consumption_based
Mauritius;9.153498;1107.197;equality;lamboll;33%;linear;54.9910742026274;12.0153135342636;1.5°C;consumption_based
Mexico;597.8052;148946.274;equality;lamboll;33%;linear;7397.70393682323;24.749546965544;1.5°C;consumption_based
Monaco;1.08342;36.757;equality;lamboll;33%;linear;1.82560728981922;3.37008231308121;1.5°C;consumption_based
Mongolia;44.70931;4501.493;equality;lamboll;33%;linear;223.575330845015;10.0012874654077;1.5°C;consumption_based
Montenegro;4.889849;533.295;equality;lamboll;33%;linear;26.4871246190968;10.8335143351448;1.5°C;consumption_based
Morocco;84.54553;43440.431;equality;lamboll;33%;linear;2157.55277923903;51.0388373989501;1.5°C;consumption_based
Mozambique;46.50852;63530.951;equality;lamboll;33%;linear;3155.38719903006;135.690716411963;1.5°C;consumption_based
Myanmar;76.01056;58623.231;equality;lamboll;33%;linear;2911.63582083294;76.6113503395564;1.5°C;consumption_based
Namibia;15.53063;4512.3;equality;lamboll;33%;linear;224.112081341004;28.8606555356742;1.5°C;consumption_based
Nepal;51.71283;34642.027;equality;lamboll;33%;linear;1720.56307710951;66.5429866093003;1.5°C;consumption_based
Netherlands;199.7464;18958.475;equality;lamboll;33%;linear;941.609221749748;9.42804698106947;1.5°C;consumption_based
New Caledonia;0;340.581;equality;lamboll;33%;linear;16.9156121656806;inf;1.5°C;consumption_based
New Zealand;79.7114;5755.288;equality;lamboll;33%;linear;285.847477427676;7.17206014265654;1.5°C;consumption_based
Nicaragua;16.31699;8756.43;equality;lamboll;33%;linear;434.904982473862;53.3070109712467;1.5°C;consumption_based
Niger;34.38707;52513.876;equality;lamboll;33%;linear;2608.20292304221;151.696723392962;1.5°C;consumption_based
Nigeria;449.8309;359185.556;equality;lamboll;33%;linear;17839.6433177727;79.3171092415958;1.5°C;consumption_based
Norway;76.82043;5899.829;equality;lamboll;33%;linear;293.026384935845;7.62886604346904;1.5°C;consumption_based
Oman;65.19586;7827.002;equality;lamboll;33%;linear;388.743148478647;11.9253936823181;1.5°C;consumption_based
Pakistan;578.9303;371863.793;equality;lamboll;33%;linear;18469.3324079937;63.8050294067999;1.5°C;consumption_based
Panama;21.22502;5630.68;equality;lamboll;33%;linear;279.658580804726;26.351784903357;1.5°C;consumption_based
Papua New Guinea;17.17362;14906.59;equality;lamboll;33%;linear;740.364539280853;86.2211390820169;1.5°C;consumption_based
Paraguay;29.96962;8640.464;equality;lamboll;33%;linear;429.14530744676;28.6386886084482;1.5°C;consumption_based
Peru;99.16215;40583.876;equality;lamboll;33%;linear;2015.67646637972;40.6541501244118;1.5°C;consumption_based
Philippines;260.8678;134373.439;equality;lamboll;33%;linear;6673.91598325431;51.1670354352228;1.5°C;consumption_based
Poland;340.3965;32814.096;equality;lamboll;33%;linear;1629.77535888206;9.57574686509443;1.5°C;consumption_based
Portugal;63.02308;9770.27;equality;lamboll;33%;linear;485.259301235195;15.3994156183796;1.5°C;consumption_based
Qatar;162.3337;4164.46;equality;lamboll;33%;linear;206.83593694155;2.54828094156112;1.5°C;consumption_based
Romania;116.8046;16027.266;equality;lamboll;33%;linear;796.025074012345;13.6300295367194;1.5°C;consumption_based
Rwanda;8.712675;22707.91;equality;lamboll;33%;linear;1127.8321417025;258.894574100951;1.5°C;consumption_based
Samoa;0.6925006;272.726;equality;lamboll;33%;linear;13.5454627342612;39.1204360956833;1.5°C;consumption_based
San Marino;0.566147;33.696;equality;lamboll;33%;linear;1.6735768217686;5.9121635256165;1.5°C;consumption_based
Sao Tome and Principe;0.2998609;365.115;equality;lamboll;33%;linear;18.1341405887952;120.950351238159;1.5°C;consumption_based
Saudi Arabia;703.8256;47693.909;equality;lamboll;33%;linear;2368.80996681923;6.73124128141754;1.5°C;consumption_based
Senegal;28.29428;30364.954;equality;lamboll;33%;linear;1508.13399835202;106.603454716079;1.5°C;consumption_based
Serbia;73.73461;5532.87;equality;lamboll;33%;linear;274.800658530949;7.45377668725579;1.5°C;consumption_based
Seychelles;0.9971907;141.747;equality;lamboll;33%;linear;7.04013811002001;14.1199433769689;1.5°C;consumption_based
Sierra Leone;7.612386;12948.325;equality;lamboll;33%;linear;643.103531598022;168.962407213198;1.5°C;consumption_based
Singapore;98.39144;6081.692;equality;lamboll;33%;linear;302.058961548419;6.13994391277167;1.5°C;consumption_based
Slovakia;47.49821;4936.488;equality;lamboll;33%;linear;245.180196395384;10.3237657332933;1.5°C;consumption_based
Slovenia;16.40035;1981.553;equality;lamboll;33%;linear;98.417651113071;12.001896436731;1.5°C;consumption_based
Somalia;27.54213;37206.512;equality;lamboll;33%;linear;1847.93317017021;134.189561240921;1.5°C;consumption_based
South Africa;442.3963;79177.328;equality;lamboll;33%;linear;3932.4946863239;17.7781535981377;1.5°C;consumption_based
South Sudan;0;18341.974;equality;lamboll;33%;linear;910.989510680269;inf;1.5°C;consumption_based
Spain;347.0203;44928.558;equality;lamboll;33%;linear;2231.46347650422;12.8607085896948;1.5°C;consumption_based
Sri Lanka;52.34435;24813.69;equality;lamboll;33%;linear;1232.41976633877;47.0889319033964;1.5°C;consumption_based
Sudan;0;85206.383;equality;lamboll;33%;linear;4231.93932975838;inf;1.5°C;consumption_based
Suriname;3.667079;733.905;equality;lamboll;33%;linear;36.4508071397224;19.8800228409164;1.5°C;consumption_based
Sweden;98.71911;11309.63;equality;lamboll;33%;linear;561.71458424676;11.3800577060867;1.5°C;consumption_based
Switzerland;98.65993;9342.586;equality;lamboll;33%;linear;464.017550598879;9.40640340204741;1.5°C;consumption_based
Tajikistan;16.7698;15574.642;equality;lamboll;33%;linear;773.544630179956;92.2544848692239;1.5°C;consumption_based
Thailand;283.2797;66382.735;equality;lamboll;33%;linear;3297.02655097363;23.277534895537;1.5°C;consumption_based
Togo;13.54584;15584.778;equality;lamboll;33%;linear;774.048054166941;114.28572228329;1.5°C;consumption_based
Trinidad and Tobago;32.59566;1399.8;equality;lamboll;33%;linear;69.5237664741123;4.26582965180716;1.5°C;consumption_based
Tunisia;31.10463;13145.141;equality;lamboll;33%;linear;652.878777792027;41.9795238067148;1.5°C;consumption_based
Turkmenistan;101.6677;9639.708;equality;lamboll;33%;linear;478.774687720126;9.41842271872239;1.5°C;consumption_based
Uganda;50.1081;85431.202;equality;lamboll;33%;linear;4243.10539895036;169.358063824027;1.5°C;consumption_based
Ukraine;252.1204;31990.132;equality;lamboll;33%;linear;1588.85159783114;12.6039114473176;1.5°C;consumption_based
Uruguay;31.57455;3254.354;equality;lamboll;33%;linear;161.633767338258;10.2382309384145;1.5°C;consumption_based
Uzbekistan;165.7009;52210.754;equality;lamboll;33%;linear;2593.14778435014;31.2991394054002;1.5°C;consumption_based
Vanuatu;0.5712391;534.388;equality;lamboll;33%;linear;26.541410571916;92.9257488568831;1.5°C;consumption_based
Viet Nam;237.3877;110008.908;equality;lamboll;33%;linear;5463.80456484077;46.0327520325676;1.5°C;consumption_based
Yemen;45.34253;70976.403;equality;lamboll;33%;linear;3525.17993095048;155.491099898946;1.5°C;consumption_based
Zambia;39.16851;38083.386;equality;lamboll;33%;linear;1891.48480840654;96.5819127869068;1.5°C;consumption_based
Zimbabwe;22.44673;25866.385;equality;lamboll;33%;linear;1284.70389360586;114.466908418808;1.5°C;consumption_based
Afghanistan;36.29291;76885.134;equality;lamboll;33%;exponential;3818.64845088358;315.2033938769;1.5°C;consumption_based
Albania;10.69817;2240.166;equality;lamboll;33%;exponential;111.262164485817;31.1559506883546;1.5°C;consumption_based
Algeria;229.2533;59565.554;equality;lamboll;33%;exponential;2958.43810987079;38.6589354441222;1.5°C;consumption_based
Andorra;0.7052279;82.195;equality;lamboll;33%;exponential;4.08237318569772;17.3414822429545;1.5°C;consumption_based
Angola;63.06419;74295.394;equality;lamboll;33%;exponential;3690.02401954434;175.286863203006;1.5°C;consumption_based
Argentina;329.7293;48308.943;equality;lamboll;33%;exponential;2399.35681650465;21.7991869420604;1.5°C;consumption_based
Armenia;13.76886;2495.207;equality;lamboll;33%;exponential;123.929267590063;26.9636634084057;1.5°C;consumption_based
Aruba;0.8570806;100.002;equality;lamboll;33%;exponential;4.96679218098599;17.3603038414536;1.5°C;consumption_based
Australia;516.071;32506.969;equality;lamboll;33%;exponential;1614.52130414146;9.37210883222858;1.5°C;consumption_based
Austria;104.6011;8724.332;equality;lamboll;33%;exponential;433.31077340379;12.4098414678658;1.5°C;consumption_based
Azerbaijan;61.16201;11224.923;equality;lamboll;33%;exponential;557.507447736743;27.3068699660406;1.5°C;consumption_based
Bahamas;3.216727;424.265;equality;lamboll;33%;exponential;21.071939407872;19.6242606072994;1.5°C;consumption_based
Bahrain;29.84191;2139.464;equality;lamboll;33%;exponential;106.260605454901;10.6671565314899;1.5°C;consumption_based
Bangladesh;198.2366;214709.096;equality;lamboll;33%;exponential;10663.9413131674;161.152446900025;1.5°C;consumption_based
Barbados;4.262979;264.216;equality;lamboll;33%;exponential;13.1227971729705;9.22181108806088;1.5°C;consumption_based
Belarus;37.69015;7453.546;equality;lamboll;33%;exponential;370.194736039473;29.4242479335648;1.5°C;consumption_based
Belgium;135.3539;11870.906;equality;lamboll;33%;exponential;589.591439191413;13.0491851553362;1.5°C;consumption_based
Belize;1.471538;516.627;equality;lamboll;33%;exponential;25.6592762553374;52.236722391234;1.5°C;consumption_based
Benin;17.1341;24433.809;equality;lamboll;33%;exponential;1213.55224388417;212.177915539636;1.5°C;consumption_based
Bermuda;0;56.937;equality;lamboll;33%;exponential;2.82788590636986;inf;1.5°C;consumption_based
Bhutan;3.675114;882.34;equality;lamboll;33%;exponential;43.8231176673584;35.7219743180374;1.5°C;consumption_based
Bosnia and Herzegovina;26.34888;2455.167;equality;lamboll;33%;exponential;121.940603774073;13.8640201094942;1.5°C;consumption_based
Botswana;18.26959;3437.43;equality;lamboll;33%;exponential;170.726589935068;27.9946706752752;1.5°C;consumption_based
Brazil;1077.661;217489.3;equality;lamboll;33%;exponential;10802.025506371;30.0279739446719;1.5°C;consumption_based
British Virgin Islands;0.2776416;40.34;equality;lamboll;33%;exponential;2.00356389453186;21.6183058337677;1.5°C;consumption_based
Bulgaria;57.15165;5402.217;equality;lamboll;33%;exponential;268.311525325389;14.0641520548185;1.5°C;consumption_based
Burkina Faso;29.78411;37304.383;equality;lamboll;33%;exponential;1852.79412212662;186.356924813461;1.5°C;consumption_based
Burundi;4.499215;24131.72;equality;lamboll;33%;exponential;1198.54841112921;798.034803101569;1.5°C;consumption_based
Cambodia;40.78146;21931.455;equality;lamboll;33%;exponential;1089.26800675632;80.0156571733761;1.5°C;consumption_based
Cameroon;38.30513;51096.317;equality;lamboll;33%;exponential;2537.79712158538;198.473696365624;1.5°C;consumption_based
Canada;672.7777;45621.882;equality;lamboll;33%;exponential;2265.89875001965;10.089552632377;1.5°C;consumption_based
Cayman Islands;0;103.958;equality;lamboll;33%;exponential;5.16327455001841;inf;1.5°C;consumption_based
Central African Republic;9.32562;10616.752;equality;lamboll;33%;exponential;527.30146218143;169.388631334873;1.5°C;consumption_based
Chad;49.86327;38857.686;equality;lamboll;33%;exponential;1929.94191112186;115.948859134835;1.5°C;consumption_based
Chile;120.2864;20320.306;equality;lamboll;33%;exponential;1009.24718461673;25.1352967829268;1.5°C;consumption_based
China;12046.22;1260289.093;equality;lamboll;33%;exponential;62594.6882351785;15.5664538501849;1.5°C;consumption_based
Colombia;192.7321;59385.356;equality;lamboll;33%;exponential;2949.48822869412;45.8453837070553;1.5°C;consumption_based
Congo;20.37865;11006.472;equality;lamboll;33%;exponential;546.657657545261;80.3605728197777;1.5°C;consumption_based
Costa Rica;20.15067;5354.15;equality;lamboll;33%;exponential;265.92418507456;39.5340533861357;1.5°C;consumption_based
Croatia;23.31505;3234.159;equality;lamboll;33%;exponential;160.63074371778;20.6393167966757;1.5°C;consumption_based
Cuba;41.99676;9382;equality;lamboll;33%;exponential;465.975122917647;33.2391526012407;1.5°C;consumption_based
Cyprus;10.44542;1508.481;equality;lamboll;33%;exponential;74.9216179273007;21.4874182954535;1.5°C;consumption_based
Denmark;60.05671;6124.838;equality;lamboll;33%;exponential;304.201890844242;15.1741149669744;1.5°C;consumption_based
Djibouti;1.718966;1530.539;equality;lamboll;33%;exponential;76.0171710355204;132.479113964664;1.5°C;consumption_based
Dominican Republic;36.86521;12996.293;equality;lamboll;33%;exponential;645.485954822933;52.4533322064047;1.5°C;consumption_based
Ecuador;64.94059;21337.238;equality;lamboll;33%;exponential;1059.7550735209;48.8868745388538;1.5°C;consumption_based
Egypt;359.3699;161630.192;equality;lamboll;33%;exponential;8027.67518486494;66.9192540413329;1.5°C;consumption_based
El Salvador;15.27658;6663.345;equality;lamboll;33%;exponential;330.947879494531;64.8987694540285;1.5°C;consumption_based
Eritrea;6.147011;5696.062;equality;lamboll;33%;exponential;282.905903922036;137.873569244988;1.5°C;consumption_based
Estonia;12.3808;1174.267;equality;lamboll;33%;exponential;58.3222350951968;14.1119961505302;1.5°C;consumption_based
Ethiopia;15.46353;225021.874;equality;lamboll;33%;exponential;11176.1453204337;2165.14206202288;1.5°C;consumption_based
Fiji;3.433959;1000.261;equality;lamboll;33%;exponential;49.6798915396214;43.3399625423326;1.5°C;consumption_based
Finland;64.9849;5351.645;equality;lamboll;33%;exponential;265.799769418739;12.2530764462348;1.5°C;consumption_based
France;561.8057;68219.675;equality;lamboll;33%;exponential;3388.26171855968;18.0673228867858;1.5°C;consumption_based
French Polynesia;0;284.75;equality;lamboll;33%;exponential;14.1426578822;inf;1.5°C;consumption_based
Gabon;14.30998;4084.533;equality;lamboll;33%;exponential;202.866208349625;42.4691612124196;1.5°C;consumption_based
Gambia;2.508158;4301.896;equality;lamboll;33%;exponential;213.66196092293;255.196854411745;1.5°C;consumption_based
Georgia;17.8212;3664.014;equality;lamboll;33%;exponential;181.980321255807;30.5907751182717;1.5°C;consumption_based
Germany;872.121;78294.613;equality;lamboll;33%;exponential;3888.65294355837;13.357507872954;1.5°C;consumption_based
Ghana;54.33566;50553.047;equality;lamboll;33%;exponential;2510.81456935478;138.430788147704;1.5°C;consumption_based
Greece;83.41989;8812.07;equality;lamboll;33%;exponential;437.668450374004;15.7173247519479;1.5°C;consumption_based
Greenland;0;49.898;equality;lamboll;33%;exponential;2.47828039686045;inf;1.5°C;consumption_based
Guatemala;40.88083;24670.857;equality;lamboll;33%;exponential;1225.32568994443;89.7914184956948;1.5°C;consumption_based
Guinea;25.79336;23404.584;equality;lamboll;33%;exponential;1162.43379942831;135.009182549981;1.5°C;consumption_based
Guyana;3.330323;940.608;equality;lamboll;33%;exponential;46.7171102555236;42.0235379330029;1.5°C;consumption_based
Haiti;14.31872;14710.861;equality;lamboll;33%;exponential;730.643281038096;152.863639868731;1.5°C;consumption_based
Honduras;16.61826;14846.778;equality;lamboll;33%;exponential;737.393860955129;132.928151779059;1.5°C;consumption_based
Hungary;60.08714;8725.347;equality;lamboll;33%;exponential;433.361185336189;21.6058559122174;1.5°C;consumption_based
Iceland;6.905605;432.993;equality;lamboll;33%;exponential;21.5054323595695;9.3293082613753;1.5°C;consumption_based
India;2949.414;1679589.259;equality;lamboll;33%;exponential;83420.0395879007;84.7300870120728;1.5°C;consumption_based
Indonesia;847.1642;320712.949;equality;lamboll;33%;exponential;15928.8270977996;56.3273346734195;1.5°C;consumption_based
Iraq;404.6027;71928.75;equality;lamboll;33%;exponential;3572.48008127933;26.4511182849676;1.5°C;consumption_based
Ireland;58.80573;5970.042;equality;lamboll;33%;exponential;296.5136489846;15.1052543317195;1.5°C;consumption_based
Israel;96.33576;13092.722;equality;lamboll;33%;exponential;650.275287068491;20.22146982767;1.5°C;consumption_based
Italy;480.3724;51891.098;equality;lamboll;33%;exponential;2577.27145266272;16.072562179782;1.5°C;consumption_based
Jamaica;12.76953;2454.94;equality;lamboll;33%;exponential;121.92932938131;28.6046257865704;1.5°C;consumption_based
Japan;1258.371;105123.167;equality;lamboll;33%;exponential;5221.14481606452;12.4296825263643;1.5°C;consumption_based
Jordan;33.45501;16367.355;equality;lamboll;33%;exponential;812.916250049218;72.7926683019652;1.5°C;consumption_based
Kazakhstan;260.4604;26544.264;equality;lamboll;33%;exponential;1318.37206141105;15.1634940778751;1.5°C;consumption_based
Kenya;79.74114;83593.239;equality;lamboll;33%;exponential;4151.81942209649;155.976443737106;1.5°C;consumption_based
Kuwait;120.129;6367.756;equality;lamboll;33%;exponential;316.266881774631;7.88694573990081;1.5°C;consumption_based
Kyrgyzstan;24.1211;9642.952;equality;lamboll;33%;exponential;478.935807236087;59.4816759889797;1.5°C;consumption_based
Latvia;16.48173;1513.81;equality;lamboll;33%;exponential;75.1862929891242;13.6659200482234;1.5°C;consumption_based
Lebanon;35.63768;6999.26;equality;lamboll;33%;exponential;347.631745771964;29.2222063872;1.5°C;consumption_based
