country;emission_2023;population_2050;repartition_method;source_of_budget;probability_of_reach;curve_type;remaining_carbon_budget;time_to_neutrality;temperature;scope
Afghanistan;8.70734983;76885.134;equality;lamboll;33%;linear;3818.64845088358;877.10922965951;1.5°C;territorial_CO2
Albania;4.591827764;2240.166;equality;lamboll;33%;linear;111.262164485817;48.4609485391042;1.5°C;territorial_CO2
Algeria;180.3576499;59565.554;equality;lamboll;33%;linear;2958.43810987079;32.8063501771187;1.5°C;territorial_CO2
Angola;28.22992761;74295.394;equality;lamboll;33%;linear;3690.02401954434;261.426389080588;1.5°C;territorial_CO2
Anguilla;0.022955546;14.552;equality;lamboll;33%;linear;0.722753143114218;62.9698063478184;1.5°C;territorial_CO2
Antigua and Barbuda;0.323105618;95.055;equality;lamboll;33%;linear;4.72108988583851;29.2231989964255;1.5°C;territorial_CO2
Argentina;183.7784214;48308.943;equality;lamboll;33%;linear;2399.35681650465;26.111409579282;1.5°C;territorial_CO2
Armenia;7.725144396;2495.207;equality;lamboll;33%;linear;123.929267590063;32.0846475450304;1.5°C;territorial_CO2
Aruba;0.530026098;100.002;equality;lamboll;33%;linear;4.96679218098599;18.7416891346584;1.5°C;territorial_CO2
Australia;373.6164239;32506.969;equality;lamboll;33%;linear;1614.52130414146;8.6426677247657;1.5°C;territorial_CO2
Austria;58.81513302;8724.332;equality;lamboll;33%;linear;433.31077340379;14.7346695027092;1.5°C;territorial_CO2
Azerbaijan;42.76620028;11224.923;equality;lamboll;33%;linear;557.507447736743;26.0723395619258;1.5°C;territorial_CO2
Bahamas;1.683711665;424.265;equality;lamboll;33%;linear;21.071939407872;25.0303420067735;1.5°C;territorial_CO2
Bahrain;37.42557341;2139.464;equality;lamboll;33%;linear;106.260605454901;5.67850246625792;1.5°C;territorial_CO2
Bangladesh;124.7933633;214709.096;equality;lamboll;33%;linear;10663.9413131674;170.905583937691;1.5°C;territorial_CO2
Barbados;0.796212945;264.216;equality;lamboll;33%;linear;13.1227971729705;32.963033960646;1.5°C;territorial_CO2
Belarus;54.17566063;7453.546;equality;lamboll;33%;linear;370.194736039473;13.6664595035681;1.5°C;territorial_CO2
Belgium;84.30606458;11870.906;equality;lamboll;33%;linear;589.591439191413;13.9869282744644;1.5°C;territorial_CO2
Belize;0.278450504;516.627;equality;lamboll;33%;linear;25.6592762553374;184.3004475606;1.5°C;territorial_CO2
Benin;6.437895655;24433.809;equality;lamboll;33%;linear;1213.55224388417;377.002768891312;1.5°C;territorial_CO2
Bermuda;0.35051886;56.937;equality;lamboll;33%;linear;2.82788590636986;16.1354279559728;1.5°C;territorial_CO2
Bhutan;1.986674423;882.34;equality;lamboll;33%;linear;43.8231176673584;44.117060309442;1.5°C;territorial_CO2
Bosnia and Herzegovina;21.99674836;2455.167;equality;lamboll;33%;linear;121.940603774073;11.0871481346594;1.5°C;territorial_CO2
Botswana;7.424698218;3437.43;equality;lamboll;33%;linear;170.726589935068;45.9888294237114;1.5°C;territorial_CO2
Brazil;479.5042293;217489.3;equality;lamboll;33%;linear;10802.025506371;45.0549748941329;1.5°C;territorial_CO2
British Virgin Islands;0.075289179;40.34;equality;lamboll;33%;linear;2.00356389453186;53.2231569302105;1.5°C;territorial_CO2
Bulgaria;39.79256593;5402.217;equality;lamboll;33%;linear;268.311525325389;13.4855101225381;1.5°C;territorial_CO2
Burkina Faso;5.999250483;37304.383;equality;lamboll;33%;linear;1852.79412212662;617.675200386069;1.5°C;territorial_CO2
Burundi;0.844333219;24131.72;equality;lamboll;33%;linear;1198.54841112921;2839.04123196462;1.5°C;territorial_CO2
Cabo Verde;1.006330128;566.134;equality;lamboll;33%;linear;28.1181368831655;55.8825301972188;1.5°C;territorial_CO2
Cambodia;17.97008245;21931.455;equality;lamboll;33%;linear;1089.26800675632;121.231275347468;1.5°C;territorial_CO2
Cameroon;10.75563149;51096.317;equality;lamboll;33%;linear;2537.79712158538;471.90109180384;1.5°C;territorial_CO2
Canada;575.0119627;45621.882;equality;lamboll;33%;linear;2265.89875001965;7.88122299014442;1.5°C;territorial_CO2
Cayman Islands;0.358014712;103.958;equality;lamboll;33%;linear;5.16327455001841;28.8439238777339;1.5°C;territorial_CO2
Central African Republic;0.368377593;10616.752;equality;lamboll;33%;linear;527.30146218143;2862.83135674557;1.5°C;territorial_CO2
Chad;2.571408074;38857.686;equality;lamboll;33%;linear;1929.94191112186;1501.07789629805;1.5°C;territorial_CO2
Chile;83.99923167;20320.306;equality;lamboll;33%;linear;1009.24718461673;24.0299146683072;1.5°C;territorial_CO2
China;13259.63895;1260289.093;equality;lamboll;33%;linear;62594.6882351785;9.44138652209358;1.5°C;territorial_CO2
Colombia;100.8627109;59385.356;equality;lamboll;33%;linear;2949.48822869412;58.4852063240374;1.5°C;territorial_CO2
Comoros;0.317695012;1307.558;equality;lamboll;33%;linear;64.9423896580636;408.834808259839;1.5°C;territorial_CO2
Congo;7.250789807;11006.472;equality;lamboll;33%;linear;546.657657545261;150.78568600003;1.5°C;territorial_CO2
Cook Islands;0.142210829;9.337;equality;lamboll;33%;linear;0.463740111136439;6.52186777051189;1.5°C;territorial_CO2
Costa Rica;8.573344504;5354.15;equality;lamboll;33%;linear;265.92418507456;62.0351100904646;1.5°C;territorial_CO2
Croatia;17.45650159;3234.159;equality;lamboll;33%;linear;160.63074371778;18.4035435610762;1.5°C;territorial_CO2
Cuba;22.06698748;9382;equality;lamboll;33%;linear;465.975122917647;42.232780830639;1.5°C;territorial_CO2
Curaçao;2.434138439;173.498;equality;lamboll;33%;linear;8.61711275591195;7.08021583148085;1.5°C;territorial_CO2
Cyprus;7.183299498;1508.481;equality;lamboll;33%;linear;74.9216179273007;20.8599454744051;1.5°C;territorial_CO2
Czechia;90.51280348;9825.544;equality;lamboll;33%;linear;488.004591039517;10.783106307106;1.5°C;territorial_CO2
Democratic Republic of the Congo;3.799541205;218246.072;equality;lamboll;33%;linear;10839.6120471641;5705.74785866237;1.5°C;territorial_CO2
Denmark;26.77291179;6124.838;equality;lamboll;33%;linear;304.201890844242;22.724602630474;1.5°C;territorial_CO2
Djibouti;0.749204256;1530.539;equality;lamboll;33%;linear;76.0171710355204;202.927760825535;1.5°C;territorial_CO2
Dominica;0.079854811;63.192;equality;lamboll;33%;linear;3.13855254395778;78.6064735400297;1.5°C;territorial_CO2
Dominican Republic;31.3508129;12996.293;equality;lamboll;33%;linear;645.485954822933;41.1782595163861;1.5°C;territorial_CO2
Ecuador;45.3281604;21337.238;equality;lamboll;33%;linear;1059.7550735209;46.7592359437953;1.5°C;territorial_CO2
Egypt;249.3318513;161630.192;equality;lamboll;33%;linear;8027.67518486494;64.3934992100621;1.5°C;territorial_CO2
El Salvador;8.379618575;6663.345;equality;lamboll;33%;linear;330.947879494531;78.9887693652049;1.5°C;territorial_CO2
Equatorial Guinea;3.776752854;3143.728;equality;lamboll;33%;linear;156.139313709193;82.6844221717204;1.5°C;territorial_CO2
Eritrea;0.668500259;5696.062;equality;lamboll;33%;linear;282.905903922036;846.389810963515;1.5°C;territorial_CO2
Estonia;11.43636893;1174.267;equality;lamboll;33%;linear;58.3222350951968;10.1994322589936;1.5°C;territorial_CO2
Eswatini;1.390163801;1505.331;equality;lamboll;33%;linear;74.7651671026161;107.563104504425;1.5°C;territorial_CO2
Ethiopia;16.7076921;225021.874;equality;lamboll;33%;linear;11176.1453204337;1337.84429992383;1.5°C;territorial_CO2
Fiji;2.210537892;1000.261;equality;lamboll;33%;linear;49.6798915396214;44.948237910252;1.5°C;territorial_CO2
Finland;32.26887724;5351.645;equality;lamboll;33%;linear;265.799769418739;16.4740636894089;1.5°C;territorial_CO2
French Guiana;0.381634202;471.917;equality;lamboll;33%;linear;23.438667883386;122.833162020347;1.5°C;territorial_CO2
French Polynesia;1.258990011;284.75;equality;lamboll;33%;linear;14.1426578822;22.4666721080124;1.5°C;territorial_CO2
Gabon;4.926896005;4084.533;equality;lamboll;33%;linear;202.866208349625;82.3505136474361;1.5°C;territorial_CO2
Georgia;12.8635951;3664.014;equality;lamboll;33%;linear;181.980321255807;28.2938509555244;1.5°C;territorial_CO2
Germany;582.9505817;78294.613;equality;lamboll;33%;linear;3888.65294355837;13.3412781996658;1.5°C;territorial_CO2
Ghana;24.16378619;50553.047;equality;lamboll;33%;linear;2510.81456935478;207.816320638846;1.5°C;territorial_CO2
Gibraltar;0.688587903;49.799;equality;lamboll;33%;linear;2.47336337094179;7.18387110829565;1.5°C;territorial_CO2
Greece;51.67400117;8812.07;equality;lamboll;33%;linear;437.668450374004;16.9395998167101;1.5°C;territorial_CO2
Greenland;0.582223982;49.898;equality;lamboll;33%;linear;2.47828039686045;8.51315120461819;1.5°C;territorial_CO2
Grenada;0.142698104;113.244;equality;lamboll;33%;linear;5.62448164780281;78.8305028608203;1.5°C;territorial_CO2
Guadeloupe;1.167141168;326.318;equality;lamboll;33%;linear;16.2072127648945;27.7724978078994;1.5°C;territorial_CO2
Guatemala;21.34940527;24670.857;equality;lamboll;33%;linear;1225.32568994443;114.787805510091;1.5°C;territorial_CO2
Guinea;3.715383288;23404.584;equality;lamboll;33%;linear;1162.43379942831;625.740985153674;1.5°C;territorial_CO2
Guinea-Bissau;0.346017421;3438.608;equality;lamboll;33%;linear;170.785097576807;987.147393233747;1.5°C;territorial_CO2
Guyana;3.304156195;940.608;equality;lamboll;33%;linear;46.7171102555236;28.2777856120834;1.5°C;territorial_CO2
Haiti;3.536478127;14710.861;equality;lamboll;33%;linear;730.643281038096;413.203902187232;1.5°C;territorial_CO2
Honduras;10.94576269;14846.778;equality;lamboll;33%;linear;737.393860955129;134.735948848737;1.5°C;territorial_CO2
Hungary;43.82523189;8725.347;equality;lamboll;33%;linear;433.361185336189;19.7767891530574;1.5°C;territorial_CO2
Iceland;3.086232416;432.993;equality;lamboll;33%;linear;21.5054323595695;13.9363660676225;1.5°C;territorial_CO2
India;2955.181684;1679589.259;equality;lamboll;33%;linear;83420.0395879007;56.456792514352;1.5°C;territorial_CO2
Indonesia;674.5359386;320712.949;equality;lamboll;33%;linear;15928.8270977996;47.2289945910367;1.5°C;territorial_CO2
Iraq;192.9082428;71928.75;equality;lamboll;33%;linear;3572.48008127933;37.0381278625107;1.5°C;territorial_CO2
Ireland;32.4825757;5970.042;equality;lamboll;33%;linear;296.5136489846;18.2567818342435;1.5°C;territorial_CO2
Jamaica;6.864732681;2454.94;equality;lamboll;33%;linear;121.92932938131;35.5234020164491;1.5°C;territorial_CO2
Japan;944.7586103;105123.167;equality;lamboll;33%;linear;5221.14481606452;11.0528652697996;1.5°C;territorial_CO2
Jordan;23.57898146;16367.355;equality;lamboll;33%;linear;812.916250049218;68.9526179430838;1.5°C;territorial_CO2
Kazakhstan;239.8671134;26544.264;equality;lamboll;33%;linear;1318.37206141105;10.992520339481;1.5°C;territorial_CO2
Kenya;21.7336726;83593.239;equality;lamboll;33%;linear;4151.81942209649;382.063307799758;1.5°C;territorial_CO2
Kiribati;0.097443556;182.621;equality;lamboll;33%;linear;9.07022414435553;186.163652409309;1.5°C;territorial_CO2
Kuwait;111.633539;6367.756;equality;lamboll;33%;linear;316.266881774631;5.66616242050036;1.5°C;territorial_CO2
Kyrgyzstan;10.46398685;9642.952;equality;lamboll;33%;linear;478.935807236087;91.5398335455834;1.5°C;territorial_CO2
Latvia;6.551100159;1513.81;equality;lamboll;33%;linear;75.1862929891242;22.9537913218537;1.5°C;territorial_CO2
Lebanon;17.33205484;6999.26;equality;lamboll;33%;linear;347.631745771964;40.11431408233;1.5°C;territorial_CO2
Lesotho;0.878312664;2993.076;equality;lamboll;33%;linear;148.656891601136;338.505631751055;1.5°C;territorial_CO2
Liberia;1.636886782;8910.53;equality;lamboll;33%;linear;442.558656151288;540.732152055813;1.5°C;territorial_CO2
Libya;61.25859526;9260.606;equality;lamboll;33%;linear;459.945855802803;15.0165329077709;1.5°C;territorial_CO2
Lithuania;13.11462075;2258.774;equality;lamboll;33%;linear;112.186366690811;17.1085948773335;1.5°C;territorial_CO2
Luxembourg;7.007462613;791.464;equality;lamboll;33%;linear;39.3095858756014;11.2193494411731;1.5°C;territorial_CO2
Madagascar;4.099124436;53185.475;equality;lamboll;33%;linear;2641.55918253661;1288.84068965434;1.5°C;territorial_CO2
Malawi;6.447680153;37361.682;equality;lamboll;33%;linear;1855.6399874611;575.599267776241;1.5°C;territorial_CO2
Malaysia;283.3235299;44289.772;equality;lamboll;33%;linear;2199.73693793376;15.5280921334714;1.5°C;territorial_CO2
Maldives;2.876314087;589.962;equality;lamboll;33%;linear;29.3016004547795;20.3744094479898;1.5°C;territorial_CO2
Mali;6.66068125;46154.079;equality;lamboll;33%;linear;2292.33134035129;688.317382054963;1.5°C;territorial_CO2
Malta;1.684619297;535.722;equality;lamboll;33%;linear;26.6076662544966;31.5889368023743;1.5°C;territorial_CO2
Martinique;1.091369448;282.07;equality;lamboll;33%;linear;14.0095505138969;25.6733419458832;1.5°C;territorial_CO2
Mauritania;4.650269249;9415.598;equality;lamboll;33%;linear;467.643832380425;201.125486435431;1.5°C;territorial_CO2
Mauritius;4.213585393;1107.197;equality;lamboll;33%;linear;54.9910742026274;26.1017964861866;1.5°C;territorial_CO2
Mexico;487.0939365;148946.274;equality;lamboll;33%;linear;7397.70393682323;30.3748553717553;1.5°C;territorial_CO2
Mongolia;28.11711833;4501.493;equality;lamboll;33%;linear;223.575330845015;15.9031468460598;1.5°C;territorial_CO2
Morocco;69.858022;43440.431;equality;lamboll;33%;linear;2157.55277923903;61.7696498546445;1.5°C;territorial_CO2
Mozambique;9.740080311;63530.951;equality;lamboll;33%;linear;3155.38719903006;647.918107095382;1.5°C;territorial_CO2
Namibia;4.36458915;4512.3;equality;lamboll;33%;linear;224.112081341004;102.695614014897;1.5°C;territorial_CO2
Nepal;17.93377724;34642.027;equality;lamboll;33%;linear;1720.56307710951;191.879608415334;1.5°C;territorial_CO2
Netherlands;122.87205;18958.475;equality;lamboll;33%;linear;941.609221749748;15.3266625200727;1.5°C;territorial_CO2
New Caledonia;6.20856473;340.581;equality;lamboll;33%;linear;16.9156121656806;5.4491216251459;1.5°C;territorial_CO2
New Zealand;35.79508597;5755.288;equality;lamboll;33%;linear;285.847477427676;15.9713250956987;1.5°C;territorial_CO2
Nicaragua;5.725285354;8756.43;equality;lamboll;33%;linear;434.904982473862;151.924299168779;1.5°C;territorial_CO2
Niger;2.822852029;52513.876;equality;lamboll;33%;linear;2608.20292304221;1847.92039841081;1.5°C;territorial_CO2
Nigeria;127.9417257;359185.556;equality;lamboll;33%;linear;17839.6433177727;278.871388050578;1.5°C;territorial_CO2
North Macedonia;8.763655053;1512.688;equality;lamboll;33%;linear;75.1305666953794;17.1459433857248;1.5°C;territorial_CO2
Norway;44.06520457;5899.829;equality;lamboll;33%;linear;293.026384935845;13.2996720562301;1.5°C;territorial_CO2
Oman;93.09418839;7827.002;equality;lamboll;33%;linear;388.743148478647;8.35160937974094;1.5°C;territorial_CO2
Pakistan;200.5101298;371863.793;equality;lamboll;33%;linear;18469.3324079937;184.22343476029;1.5°C;territorial_CO2
Palau;1.439590374;15.518;equality;lamboll;33%;linear;0.770731396017485;1.07076486469683;1.5°C;territorial_CO2
Panama;14.72052763;5630.68;equality;lamboll;33%;linear;279.658580804726;37.9957278480684;1.5°C;territorial_CO2
Papua New Guinea;5.951817103;14906.59;equality;lamboll;33%;linear;740.364539280853;248.786051879072;1.5°C;territorial_CO2
Paraguay;8.25393827;8640.464;equality;lamboll;33%;linear;429.14530744676;103.985586857741;1.5°C;territorial_CO2
Peru;58.40336278;40583.876;equality;lamboll;33%;linear;2015.67646637972;69.0260413247979;1.5°C;territorial_CO2
Philippines;161.2883425;134373.439;equality;lamboll;33%;linear;6673.91598325431;82.7575741657127;1.5°C;territorial_CO2
Poland;286.9067825;32814.096;equality;lamboll;33%;linear;1629.77535888206;11.361009626059;1.5°C;territorial_CO2
Portugal;36.17134971;9770.27;equality;lamboll;33%;linear;485.259301235195;26.8311415042961;1.5°C;territorial_CO2
Puerto Rico;13.81529408;2503.994;equality;lamboll;33%;linear;124.36569089054;18.00405987312;1.5°C;territorial_CO2
Qatar;127.9078898;4164.46;equality;lamboll;33%;linear;206.83593694155;3.23413883639178;1.5°C;territorial_CO2
Romania;70.77330856;16027.266;equality;lamboll;33%;linear;796.025074012345;22.4950646001661;1.5°C;territorial_CO2
Rwanda;1.645966567;22707.91;equality;lamboll;33%;linear;1127.8321417025;1370.41925919325;1.5°C;territorial_CO2
Réunion;2.570714629;941.413;equality;lamboll;33%;linear;46.7570921329429;36.3767270046083;1.5°C;territorial_CO2
Saint Kitts and Nevis;0.118782358;44.249;equality;lamboll;33%;linear;2.19771191792613;37.0040122949257;1.5°C;territorial_CO2
Saint Lucia;0.296559408;172.08;equality;lamboll;33%;linear;8.54668505133966;57.6389406020102;1.5°C;territorial_CO2
Saint Pierre and Miquelon;0.040105593;4.258;equality;lamboll;33%;linear;0.211481781430755;10.5462488202458;1.5°C;territorial_CO2
Saint Vincent and the Grenadines;0.096285319;88.942;equality;lamboll;33%;linear;4.41747595209351;91.7580374240338;1.5°C;territorial_CO2
Samoa;0.46844804;272.726;equality;lamboll;33%;linear;13.5454627342612;57.831228130493;1.5°C;territorial_CO2
Saudi Arabia;622.9136005;47693.909;equality;lamboll;33%;linear;2368.80996681923;7.60558114293167;1.5°C;territorial_CO2
Senegal;12.02393894;30364.954;equality;lamboll;33%;linear;1508.13399835202;250.85523236232;1.5°C;territorial_CO2
Seychelles;1.237262978;141.747;equality;lamboll;33%;linear;7.04013811002001;11.3801806652296;1.5°C;territorial_CO2
Sierra Leone;1.074937963;12948.325;equality;lamboll;33%;linear;643.103531598022;1196.54073766864;1.5°C;territorial_CO2
Singapore;57.06833124;6081.692;equality;lamboll;33%;linear;302.058961548419;10.5858697804958;1.5°C;territorial_CO2
Slovakia;34.86157005;4936.488;equality;lamboll;33%;linear;245.180196395384;14.0659296780802;1.5°C;territorial_CO2
Slovenia;12.07646104;1981.553;equality;lamboll;33%;linear;98.417651113071;16.2990880833531;1.5°C;territorial_CO2
Solomon Islands;0.418847248;1309.11;equality;lamboll;33%;linear;65.019472731051;310.468663893673;1.5°C;territorial_CO2
Somalia;0.86815344;37206.512;equality;lamboll;33%;linear;1847.93317017021;4257.15797467832;1.5°C;territorial_CO2
South Africa;397.3729581;79177.328;equality;lamboll;33%;linear;3932.4946863239;19.7924625023642;1.5°C;territorial_CO2
Sri Lanka;20.51799691;24813.69;equality;lamboll;33%;linear;1232.41976633877;120.130612334591;1.5°C;territorial_CO2
Suriname;2.62856188;733.905;equality;lamboll;33%;linear;36.4508071397224;27.7344105284844;1.5°C;territorial_CO2
Sweden;35.39216972;11309.63;equality;lamboll;33%;linear;561.71458424676;31.742308464877;1.5°C;territorial_CO2
Tajikistan;9.308194605;15574.642;equality;lamboll;33%;linear;773.544630179956;166.207232015634;1.5°C;territorial_CO2
Thailand;274.1600465;66382.735;equality;lamboll;33%;linear;3297.02655097363;24.051838282524;1.5°C;territorial_CO2
Timor-Leste;0.702889741;1889.249;equality;lamboll;33%;linear;93.833194947457;266.992643295549;1.5°C;territorial_CO2
Togo;2.492578392;15584.778;equality;lamboll;33%;linear;774.048054166941;621.08221482724;1.5°C;territorial_CO2
Tonga;0.219995944;105.195;equality;lamboll;33%;linear;5.2247125405374;47.4982624273964;1.5°C;territorial_CO2
Trinidad and Tobago;27.21617986;1399.8;equality;lamboll;33%;linear;69.5237664741123;5.10900257359722;1.5°C;territorial_CO2
Tunisia;31.49745771;13145.141;equality;lamboll;33%;linear;652.878777792027;41.4559666245538;1.5°C;territorial_CO2
Turkmenistan;65.98768402;9639.708;equality;lamboll;33%;linear;478.774687720126;14.5110317123728;1.5°C;territorial_CO2
Turks and Caicos Islands;0.103098647;50.988;equality;lamboll;33%;linear;2.53241734889416;49.1261024772547;1.5°C;territorial_CO2
Türkiye;438.3155644;91258.061;equality;lamboll;33%;linear;4532.50758811566;20.6814813629541;1.5°C;territorial_CO2
Uganda;7.217406803;85431.202;equality;lamboll;33%;linear;4243.10539895036;1175.79776636303;1.5°C;territorial_CO2
Ukraine;136.197947;31990.132;equality;lamboll;33%;linear;1588.85159783114;23.3315058387942;1.5°C;territorial_CO2
United Arab Emirates;205.9913033;15367.392;equality;lamboll;33%;linear;763.251159254281;7.41051827943147;1.5°C;territorial_CO2
United Kingdom;302.1032807;75504.681;equality;lamboll;33%;linear;3750.0855904746;24.8265135140891;1.5°C;territorial_CO2
Uruguay;8.817278757;3254.354;equality;lamboll;33%;linear;161.633767338258;36.6629595803439;1.5°C;territorial_CO2
Uzbekistan;137.9001132;52210.754;equality;lamboll;33%;linear;2593.14778435014;37.609074048971;1.5°C;territorial_CO2
Vanuatu;0.287301314;534.388;equality;lamboll;33%;linear;26.541410571916;184.763586371317;1.5°C;territorial_CO2
Viet Nam;372.9485199;110008.908;equality;lamboll;33%;linear;5463.80456484077;29.3005831813238;1.5°C;territorial_CO2
Western Sahara;0.264759859;777.315;equality;lamboll;33%;linear;38.6068485046611;291.636720539734;1.5°C;territorial_CO2
Yemen;10.89883896;70976.403;equality;lamboll;33%;linear;3525.17993095048;646.890910837072;1.5°C;territorial_CO2
Zambia;8.058979391;38083.386;equality;lamboll;33%;linear;1891.48480840654;469.410508858948;1.5°C;territorial_CO2
Zimbabwe;11.74405128;25866.385;equality;lamboll;33%;linear;1284.70389360586;218.783767709478;1.5°C;territorial_CO2
Afghanistan;8.70734983;76885.134;equality;lamboll;33%;exponential;3818.64845088358;1313.79221336154;1.5°C;territorial_CO2
Albania;4.591827764;2240.166;equality;lamboll;33%;exponential;111.262164485817;72.5880137728167;1.5°C;territorial_CO2
Algeria;180.3576499;59565.554;equality;lamboll;33%;exponential;2958.43810987079;49.139521001554;1.5°C;territorial_CO2
Angola;28.22992761;74295.394;equality;lamboll;33%;exponential;3690.02401954434;391.581735463699;1.5°C;territorial_CO2
Anguilla;0.022955546;14.552;equality;lamboll;33%;exponential;0.722753143114218;94.3203405678022;1.5°C;territorial_CO2
Antigua and Barbuda;0.323105618;95.055;equality;lamboll;33%;exponential;4.72108988583851;43.7724401850411;1.5°C;territorial_CO2
Argentina;183.7784214;48308.943;equality;lamboll;33%;exponential;2399.35681650465;39.111396192321;1.5°C;territorial_CO2
Armenia;7.725144396;2495.207;equality;lamboll;33%;exponential;123.929267590063;48.0585070681261;1.5°C;territorial_CO2
Aruba;0.530026098;100.002;equality;lamboll;33%;exponential;4.96679218098599;28.0725415008061;1.5°C;territorial_CO2
Australia;373.6164239;32506.969;equality;lamboll;33%;exponential;1614.52130414146;12.945559316342;1.5°C;territorial_CO2
Austria;58.81513302;8724.332;equality;lamboll;33%;exponential;433.31077340379;22.0705624847089;1.5°C;territorial_CO2
Azerbaijan;42.76620028;11224.923;equality;lamboll;33%;exponential;557.507447736743;39.0528745363598;1.5°C;territorial_CO2
Bahamas;1.683711665;424.265;equality;lamboll;33%;exponential;21.071939407872;37.4921016838928;1.5°C;territorial_CO2
Bahrain;37.42557341;2139.464;equality;lamboll;33%;exponential;106.260605454901;8.50563655181239;1.5°C;territorial_CO2
Bangladesh;124.7933633;214709.096;equality;lamboll;33%;exponential;10663.9413131674;255.993686766365;1.5°C;territorial_CO2
Barbados;0.796212945;264.216;equality;lamboll;33%;exponential;13.1227971729705;49.3742123350817;1.5°C;territorial_CO2
Belarus;54.17566063;7453.546;equality;lamboll;33%;exponential;370.194736039473;20.4705269000289;1.5°C;territorial_CO2
Belgium;84.30606458;11870.906;equality;lamboll;33%;exponential;589.591439191413;20.9505462198489;1.5°C;territorial_CO2
Belize;0.278450504;516.627;equality;lamboll;33%;exponential;25.6592762553374;276.057399393868;1.5°C;territorial_CO2
Benin;6.437895655;24433.809;equality;lamboll;33%;exponential;1213.55224388417;564.699680993459;1.5°C;territorial_CO2
Bermuda;0.35051886;56.937;equality;lamboll;33%;exponential;2.82788590636986;24.1687111376566;1.5°C;territorial_CO2
Bhutan;1.986674423;882.34;equality;lamboll;33%;exponential;43.8231176673584;66.0814506916615;1.5°C;territorial_CO2
Bosnia and Herzegovina;21.99674836;2455.167;equality;lamboll;33%;exponential;121.940603774073;16.6070637443365;1.5°C;territorial_CO2
Botswana;7.424698218;3437.43;equality;lamboll;33%;exponential;170.726589935068;68.8851102637907;1.5°C;territorial_CO2
Brazil;479.5042293;217489.3;equality;lamboll;33%;exponential;10802.025506371;67.4863211872594;1.5°C;territorial_CO2
British Virgin Islands;0.075289179;40.34;equality;lamboll;33%;exponential;2.00356389453186;79.7211644581302;1.5°C;territorial_CO2
Bulgaria;39.79256593;5402.217;equality;lamboll;33%;exponential;268.311525325389;20.1994889497131;1.5°C;territorial_CO2
Burkina Faso;5.999250483;37304.383;equality;lamboll;33%;exponential;1852.79412212662;925.194766185237;1.5°C;territorial_CO2
Burundi;0.844333219;24131.72;equality;lamboll;33%;exponential;1198.54841112921;4252.50372227345;1.5°C;territorial_CO2
Cabo Verde;1.006330128;566.134;equality;lamboll;33%;exponential;28.1181368831655;83.7045496198319;1.5°C;territorial_CO2
Cambodia;17.97008245;21931.455;equality;lamboll;33%;exponential;1089.26800675632;181.58822206126;1.5°C;territorial_CO2
Cameroon;10.75563149;51096.317;equality;lamboll;33%;exponential;2537.79712158538;706.844665321064;1.5°C;territorial_CO2
Canada;575.0119627;45621.882;equality;lamboll;33%;exponential;2265.89875001965;11.8050170333257;1.5°C;territorial_CO2
Cayman Islands;0.358014712;103.958;equality;lamboll;33%;exponential;5.16327455001841;43.204336828231;1.5°C;territorial_CO2
Central African Republic;0.368377593;10616.752;equality;lamboll;33%;exponential;527.30146218143;4288.13814457254;1.5°C;territorial_CO2
Chad;2.571408074;38857.686;equality;lamboll;33%;exponential;1929.94191112186;2248.41374952929;1.5°C;territorial_CO2
Chile;83.99923167;20320.306;equality;lamboll;33%;exponential;1009.24718461673;35.9935954512982;1.5°C;territorial_CO2
China;13259.63895;1260289.093;equality;lamboll;33%;exponential;62594.6882351785;14.1419331556667;1.5°C;territorial_CO2
Colombia;100.8627109;59385.356;equality;lamboll;33%;exponential;2949.48822869412;87.6030100551914;1.5°C;territorial_CO2
Comoros;0.317695012;1307.558;equality;lamboll;33%;exponential;64.9423896580636;612.379814828128;1.5°C;territorial_CO2
Congo;7.250789807;11006.472;equality;lamboll;33%;exponential;546.657657545261;225.856772970134;1.5°C;territorial_CO2
Cook Islands;0.142210829;9.337;equality;lamboll;33%;exponential;0.463740111136439;9.76888488198704;1.5°C;territorial_CO2
Costa Rica;8.573344504;5354.15;equality;lamboll;33%;exponential;265.92418507456;92.9202906957397;1.5°C;territorial_CO2
Croatia;17.45650159;3234.159;equality;lamboll;33%;exponential;160.63074371778;27.5660446968363;1.5°C;territorial_CO2
Cuba;22.06698748;9382;equality;lamboll;33%;exponential;465.975122917647;63.2590522681387;1.5°C;territorial_CO2
Curaçao;2.434138439;173.498;equality;lamboll;33%;exponential;8.61711275591195;10.6052155350476;1.5°C;territorial_CO2
Cyprus;7.183299498;1508.481;equality;lamboll;33%;exponential;74.9216179273007;31.2454059411259;1.5°C;territorial_CO2
Czechia;90.51280348;9825.544;equality;lamboll;33%;exponential;488.004591039517;16.1516497866805;1.5°C;territorial_CO2
Democratic Republic of the Congo;3.799541205;218246.072;equality;lamboll;33%;exponential;10839.6120471641;8546.44650247822;1.5°C;territorial_CO2
Denmark;26.77291179;6124.838;equality;lamboll;33%;exponential;304.201890844242;34.0384127519005;1.5°C;territorial_CO2
Djibouti;0.749204256;1530.539;equality;lamboll;33%;exponential;76.0171710355204;303.95862115255;1.5°C;territorial_CO2
Dominica;0.079854811;63.192;equality;lamboll;33%;exponential;3.13855254395778;117.741974847067;1.5°C;territorial_CO2
